"Orszag","IskolaTipusa","Nem","SzamitogepekOtthon","OraszamIskolaMat","OraszamIskolaTermTud","OraszamOtthonMat","OraszamOtthonTermTud","OraszamOtthonNyelv","KulonOrakMat","KulonOrakTermTud","KulonOrakNyelv","PontMat","PontSzovegertes","PontTermTud"
"HUN      ","Szakkozep","Ferfi","1",3,10,NA,NA,NA,NA,NA,NA,449.105,385.812,406.547
"HUN      ","Szakkozep","Ferfi",">=3",NA,NA,9,7,11,7,8,7,442.496,364.207,438.957
"HUN      ","Szakkozep","Ferfi","0",4,5,1,1,1,NA,NA,NA,451.573,542.866,497.874
"HUN      ","Szakkozep","No","2",3,4,1,3,3,0,1,1,606.619,525.997,570.963
"HUN      ","Szakkozep","No","1",3,4,1,1,1,0,0,0,540.005,498.803,573.015
"HUN      ","Szakkozep","No",">=3",3,4,1,3,2,0,0,0,534.517,575.53,579.603
"HUN      ","Szakkozep","No","2",3,4,4,3,4,4,5,5,465.922,446.994,413.236
"HUN      ","Szakkozep","No","0",3,4,3,4,4,NA,1,1,487.203,474.248,469.224
"HUN      ","Szakkozep","No","2",3,4,5,5,6,0,1,1,442.295,429.868,407.377
"HUN      ","Szakkozep","No","1",4,4,0,5,6,0,0,0,435.85,444.489,382.708
"HUN      ","Szakkozep","No","1",3,5,14,4,8,NA,NA,NA,405.934,370.278,380.348
"HUN      ","Szakkozep","No","1",3,4,9,7,10,0,4,0,471.405,437.695,481.109
"HUN      ","Szakkozep","No",">=3",3,4,4,2,30,0,0,0,431.908,407.107,372.937
"HUN      ","Szakkozep","No","1",3,4,2,3,4,0,1,1,400.763,413.467,419.255
"HUN      ","Szakkozep","No","2",4,4,0,1,1,0,0,0,493.635,459.454,506.781
"HUN      ","Szakkozep","No","1",3,4,20,5,10,0,5,0,433.658,397.713,413.566
"HUN      ","Szakkozep","No","2",4,4,2,5,3,3,4,3,461.14,398.319,423.13
"HUN      ","Szakkozep","No",">=3",3,4,0,1,2,0,0,0,546.713,455.424,520.885
"HUN      ","Szakkozep","No","2",4,5,1,3,6,0,0,0,387.352,399.669,388.652
"HUN      ","Szakkozep","No","2",3,4,1,0,1,0,2,1,601.617,539.097,586.128
"HUN      ","Szakkozep","No","0",3,4,1,1,2,0,0,0,407.236,402.9,459.884
"HUN      ","Szakkozep","No","1",5,4,1,1,2,NA,NA,NA,489.169,461.318,446.597
"HUN      ","Szakkozep","Ferfi",">=3",3,4,5,0,0,6,4,4,393.928,372.036,356.525
"HUN      ","Szakkozep","Ferfi",">=3",3,4,3,2,3,0,2,0,480.013,409.415,407.458
"HUN      ","Szakkozep","Ferfi","2",3,4,NA,NA,NA,NA,NA,NA,538.021,500.256,559.199
"HUN      ","Szakkozep","Ferfi","1",4,4,2,1,NA,1,3,1,455.279,488.949,476.413
"HUN      ","Szakkozep","Ferfi",">=3",4,4,0,0,1,4,2,0,447.13,347.07,413.519
"HUN      ","Szakkozep","Ferfi",">=3",3,4,NA,1,1,0,0,0,508.36,431.876,478.866
"HUN      ","Szakkozep","Ferfi","2",3,4,1,NA,0,NA,NA,NA,597.787,488.257,541.787
"HUN      ","Szakkozep","Ferfi","1",3,4,4,2,1,2,2,2,380.838,419.688,389.012
"HUN      ","Szakkozep","Ferfi","1",3,4,3,2,4,3,7,3,448.194,404.42,405.408
"HUN      ","Szakkozep","Ferfi","1",3,4,3,2,15,2,4,4,478.73,456.779,429.36
"HUN      ","Szakkozep","No",">=3",3,6,1,2,3,0,0,0,441.123,459.097,413.566
"HUN      ","Szakkozep","No","2",3,6,10,8,8,NA,NA,NA,518.939,493.227,523.955
"HUN      ","Szakkozep","No","2",3,6,5,5,5,6,5,5,491.658,459.294,490.747
"HUN      ","Szakkozep","No","2",3,5,6,3,4,0,0,0,525.204,497.239,506.82
"HUN      ","Szakkozep","Ferfi","1",4,6,2,0,0,0,20,20,443.779,323.06,420.851
"HUN      ","AltIskola","No","0",4,4,20,15,15,1,3,1,360.557,406.127,299.382
"HUN      ","Szakkozep","No","1",3,4,4,2,3,5,4,6,393.676,293.503,306.081
"HUN      ","Szakkozep","No","1",4,4,2,NA,2,NA,3,3,485.566,430.384,436.894
"HUN      ","Szakkozep","No","1",3,4,1,1,1,0,0,0,501.917,387.686,498.534
"HUN      ","Szakkozep","No",">=3",4,5,NA,NA,6,11,3,13,368.854,345.254,349.284
"HUN      ","Szakkozep","No","1",4,5,11,6,9,NA,NA,NA,354.257,367.215,393.265
"HUN      ","Szakkozep","No","2",5,9,1,3,9,0,0,0,443.705,393.113,415.919
"HUN      ","Szakkozep","No","2",3,5,4,3,2,0,2,0,384.801,395.95,415.047
"HUN      ","Szakkozep","Ferfi","1",4,4,8,8,5,1,1,1,446.061,381.854,396.245
"HUN      ","Szakkozep","Ferfi","2",3,4,1,2,15,3,3,6,381.951,389.306,426.451
"HUN      ","Szakkozep","Ferfi","1",4,4,4,2,17,10,17,10,417.393,365.96,369.354
"HUN      ","Szakkozep","Ferfi","1",2,4,0,2,1,0,0,0,505.324,458.389,516.493
"HUN      ","Szakkozep","Ferfi","1",3,4,1,1,1,3,3,3,420.488,528.315,493.146
"HUN      ","Szakkozep","Ferfi","2",5,7,2,2,3,NA,NA,NA,474.698,399.778,455.092
"HUN      ","Szakkozep","Ferfi","2",0,0,6,3,7,NA,NA,NA,284.146,350.661,405.325
"HUN      ","Szakkozep","Ferfi","1",3,4,16,NA,10,NA,NA,4,392.022,330.29,332.859
"HUN      ","Szakkozep","Ferfi",">=3",3,4,3,3,2,NA,NA,NA,497.946,478.244,478.987
"HUN      ","Szakkozep","Ferfi","2",2,5,NA,NA,NA,0,0,0,512.909,456.134,506.665
"HUN      ","Szakkozep","Ferfi","1",3,5,2,2,3,1,1,1,490.01,365.689,502.945
"HUN      ","AltIskola","No","1",5,10,6,3,7,1,8,5,199.197,295.109,204.879
"HUN      ","AltIskola","No","2",4,7,3,2,3,2,4,5,389.229,465.444,422.598
"HUN      ","AltIskola","Ferfi","1",4,7,3,3,3,2,3,4,293.549,301.196,300.574
"HUN      ","AltIskola","Ferfi","1",4,7,1,1,1,2,3,2,390.245,401.809,331.681
"HUN      ","AltIskola","Ferfi",NA,NA,NA,NA,NA,NA,2,3,4,353.129,326.523,304.721
"HUN      ","Szakmunkaskepzo","No","2",2,3,NA,0,0,NA,NA,NA,349.352,356.606,332.994
"HUN      ","Szakmunkaskepzo","No","1",3,3,3,1,4,NA,NA,NA,347.997,369.535,357.437
"HUN      ","Szakmunkaskepzo","No","1",4,9,2,3,2,1,1,2,310.841,369.483,384.11
"HUN      ","Szakmunkaskepzo","No","2",NA,NA,NA,NA,NA,NA,NA,NA,338.146,348.902,322.356
"HUN      ","Szakmunkaskepzo","No","1",2,7,3,1,4,0,0,0,361.204,408.066,354.429
"HUN      ","Szakmunkaskepzo","No",">=3",4,3,5,9,8,NA,NA,NA,407.13,470.465,439.395
"HUN      ","Szakmunkaskepzo","No","1",3,6,2,3,2,1,1,1,395.331,468.504,389.678
"HUN      ","Szakmunkaskepzo","No","1",NA,NA,NA,NA,NA,NA,NA,NA,262.445,311.575,276.615
"HUN      ","Szakmunkaskepzo","No","2",1,4,NA,NA,NA,NA,NA,NA,346.398,353.077,345.113
"HUN      ","Szakmunkaskepzo","No","1",4,9,3,3,6,NA,NA,NA,378.571,421.367,395.026
"HUN      ","Szakmunkaskepzo","Ferfi","1",2,3,1,1,2,NA,NA,NA,474.8,401.103,430.933
"HUN      ","Szakmunkaskepzo","Ferfi","1",NA,NA,NA,NA,NA,NA,NA,NA,318.779,235.597,291.146
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",2,5,2,2,4,NA,NA,NA,396.296,424.128,445.855
"HUN      ","Szakmunkaskepzo","Ferfi","1",2,4,0,6,9,NA,NA,NA,400.389,392.849,351.489
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,3,3,3,4,NA,NA,NA,306.284,315.402,334.808
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,4,NA,NA,NA,NA,NA,NA,337.522,331.639,354.907
"HUN      ","Szakmunkaskepzo","Ferfi","1",2,3,2,3,5,NA,NA,NA,437.741,354.146,371.217
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,4,1,2,2,20,6,6,413.766,414.687,361.345
"HUN      ","Szakmunkaskepzo","Ferfi","1",2,3,3,4,4,NA,NA,NA,400.222,339.692,311.206
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,4,3,3,3,NA,NA,NA,397.871,354.892,372.411
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,3,12,5,5,NA,NA,NA,423.657,337.933,331.4
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,5,3,1,2,NA,NA,NA,372.778,385.608,383.336
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,6,1,1,1,NA,NA,NA,426.836,412.786,388.95
"HUN      ","Szakmunkaskepzo","Ferfi","1",5,11,NA,NA,NA,NA,NA,NA,352.903,314.827,353.458
"HUN      ","Szakmunkaskepzo","Ferfi",NA,4,5,17,3,5,NA,NA,NA,377.619,485.311,426.624
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,4,3,4,4,NA,NA,NA,397.3,340.925,369.337
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",3,3,8,5,13,NA,NA,NA,360.511,420.746,360.93
"HUN      ","Szakkozep","No",">=3",4,4,1,2,3,2,1,1,459.372,493.157,456.304
"HUN      ","Szakkozep","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,338.2,402.943,354.804
"HUN      ","Szakkozep","No",">=3",4,4,1,1,2,3,6,5,518.074,471.735,461.515
"HUN      ","Szakkozep","No","2",4,6,1,1,1,0,1,2,412.107,453.132,396.492
"HUN      ","Szakkozep","No","2",4,4,4,NA,4,NA,NA,NA,342.114,291.941,328.299
"HUN      ","Szakkozep","No","1",4,4,4,4,4,2,2,4,413.984,448.251,384.242
"HUN      ","Szakkozep","No","1",4,4,4,2,4,NA,NA,NA,453.685,447.017,476.63
"HUN      ","Szakkozep","No","1",4,4,1,NA,3,NA,NA,NA,353.734,379.821,361.232
"HUN      ","Szakkozep","No","1",4,4,4,2,4,NA,NA,NA,422.1,334.192,387.229
"HUN      ","Szakkozep","No","1",NA,NA,NA,NA,NA,7,8,9,330.728,358.154,377.716
"HUN      ","Szakkozep","No",">=3",4,4,3,3,3,5,20,3,399.991,382.901,424.068
"HUN      ","Szakkozep","No",">=3",4,4,8,4,9,NA,NA,NA,391.369,446.595,444.39
"HUN      ","Szakkozep","Ferfi","1",4,4,1,1,1,0,0,0,565.021,538.714,538.4
"HUN      ","Szakkozep","Ferfi",">=3",4,4,12,4,12,10,5,12,385.558,393.922,409.737
"HUN      ","Szakkozep","Ferfi","2",4,4,NA,NA,3,9,9,8,366.48,360.226,409.049
"HUN      ","Szakkozep","Ferfi","2",4,4,4,4,4,1,2,1,338.112,466.089,434.981
"HUN      ","Szakkozep","Ferfi",">=3",4,4,0,1,1,1,1,1,488.453,375.28,459.399
"HUN      ","Szakkozep","Ferfi",">=3",4,4,1,0,1,1,1,0,509.726,363.474,438.705
"HUN      ","Szakkozep","Ferfi","1",4,4,1,1,2,NA,NA,NA,478.377,455.787,444.182
"HUN      ","Szakkozep","Ferfi","2",4,4,10,4,4,6,7,10,312.131,378.185,426.335
"HUN      ","Szakkozep","Ferfi","1",4,4,2,1,3,0,1,2,431.177,489.962,453.838
"HUN      ","Szakkozep","Ferfi","2",4,4,4,2,4,NA,4,4,465.943,430.805,466.954
"HUN      ","Szakkozep","Ferfi","2",4,7,4,NA,1,1,1,1,430.479,427.928,506.002
"HUN      ","Szakkozep","Ferfi","2",4,4,2,0,1,0,0,0,400.344,438.578,453.438
"HUN      ","Szakkozep","Ferfi","2",4,6,1,2,2,5,5,5,323.301,355.152,368.716
"HUN      ","Szakkozep","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,463.361,472.907,502.004
"HUN      ","Szakkozep","No","1",4,5,1,12,16,NA,NA,NA,445.301,436.385,433.781
"HUN      ","Szakkozep","No",">=3",4,5,4,8,4,5,11,1,424.286,457.514,430.829
"HUN      ","Szakkozep","No","2",4,6,3,4,4,NA,NA,NA,428.768,476.49,465.451
"HUN      ","Szakkozep","Ferfi","1",4,6,4,5,5,NA,NA,NA,536.682,467.978,540.08
"HUN      ","Szakkozep","Ferfi","2",4,9,4,3,3,5,4,3,476.661,422.235,504.649
"HUN      ","Szakkozep","Ferfi",">=3",NA,NA,NA,NA,NA,NA,NA,NA,476.177,408.228,514.655
"HUN      ","AltIskola","Ferfi","1",4,5,3,2,2,NA,NA,NA,532.787,535.972,560.133
"HUN      ","AltIskola","Ferfi","1",3,5,1,1,2,NA,NA,NA,493.574,446.282,443.606
"HUN      ","Szakmunkaskepzo","No","1",NA,NA,NA,NA,NA,NA,NA,NA,224.932,244.566,238.407
"HUN      ","Szakmunkaskepzo","No","1",1,1,3,5,1,1,2,5,356.71,339.206,329.22
"HUN      ","Szakmunkaskepzo","No","1",1,3,6,4,5,0,0,0,469.594,505.804,498.877
"HUN      ","Szakmunkaskepzo","No","1",1,4,1,NA,1,11,7,7,401.062,352.387,399.596
"HUN      ","Szakmunkaskepzo","No",">=3",1,0,NA,NA,NA,NA,NA,NA,559.428,526.491,567.713
"HUN      ","Szakmunkaskepzo","No",NA,1,1,NA,NA,NA,NA,NA,NA,369.163,310.01,354.466
"HUN      ","Szakmunkaskepzo","No","2",1,0,1,1,1,0,0,0,451.037,530.243,559.701
"HUN      ","Szakmunkaskepzo","No","2",1,4,3,3,3,6,6,6,428.541,483.085,438.395
"HUN      ","Szakmunkaskepzo","No","0",NA,NA,NA,NA,NA,NA,NA,NA,316.252,368.442,344.98
"HUN      ","Szakmunkaskepzo","No",">=3",1,0,1,1,0,4,4,1,344.934,355.521,313.021
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",2,1,1,0,0,1,1,0,337.399,324.727,358.78
"HUN      ","Szakmunkaskepzo","Ferfi","1",1,5,NA,NA,NA,NA,NA,NA,465.559,275.886,402.306
"HUN      ","Szakmunkaskepzo","Ferfi","1",1,3,NA,NA,NA,NA,NA,NA,340.143,335.368,364.328
"HUN      ","Szakmunkaskepzo","Ferfi","1",1,0,NA,NA,NA,8,8,8,444.242,327.472,412.736
"HUN      ","Szakmunkaskepzo","Ferfi","2",1,1,1,1,NA,2,1,3,283.33,271.725,239.193
"HUN      ","Szakmunkaskepzo","Ferfi","2",1,3,1,30,1,0,0,0,360.851,337.947,349.519
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",1,1,4,4,4,20,20,20,393.057,408.699,382.363
"HUN      ","Szakmunkaskepzo","Ferfi","2",1,1,1,0,0,3,6,2,380.372,342.121,407.34
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,9,1,1,4,NA,NA,NA,375.214,340.633,349.876
"HUN      ","Szakmunkaskepzo","Ferfi","1",1,1,6,NA,1,6,6,5,407.296,333.588,399.81
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",1,1,1,NA,1,NA,NA,NA,373.696,381.821,378.322
"HUN      ","Szakmunkaskepzo","Ferfi","1",1,2,1,1,1,NA,NA,NA,431.794,361.724,407.655
"HUN      ","Szakmunkaskepzo","Ferfi","2",NA,NA,NA,NA,NA,NA,NA,NA,357.018,312.716,278.043
"HUN      ","Szakmunkaskepzo","Ferfi","2",1,1,3,5,3,9,8,7,315.631,286.478,326.67
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,12,17,11,4,20,9,9,326.595,450.185,376.063
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",1,1,25,23,26,8,5,8,303.913,342.906,314.458
"HUN      ","Szakkozep","No","1",4,4,1,2,3,1,1,1,300.435,297.503,252.354
"HUN      ","Szakkozep","No","2",4,4,1,2,2,0,0,0,334.219,392.158,320.275
"HUN      ","Szakkozep","No","0",4,4,1,0,2,1,2,2,473.392,379.07,429.944
"HUN      ","Szakkozep","No","1",4,4,1,2,1,NA,NA,NA,430.871,397.206,374.695
"HUN      ","Szakkozep","No","2",4,4,3,1,NA,NA,NA,NA,416.793,348.802,344.56
"HUN      ","Szakkozep","No",">=3",4,4,5,2,5,2,3,3,333.464,471.557,395.543
"HUN      ","Szakkozep","No","1",4,4,27,10,27,4,20,20,374.24,381.722,414.487
"HUN      ","Szakkozep","No","1",5,4,4,2,3,NA,3,2,340.609,340.516,367.472
"HUN      ","Szakkozep","No","1",5,4,6,6,10,NA,NA,NA,453.42,397.177,407.264
"HUN      ","Szakkozep","No","1",4,4,10,5,2,12,9,9,416.132,373.746,430.44
"HUN      ","Szakkozep","No","2",5,4,2,2,2,0,0,0,363.922,442.145,385.991
"HUN      ","Szakkozep","Ferfi",">=3",4,4,NA,NA,NA,NA,NA,NA,395.607,308.921,398.369
"HUN      ","Szakkozep","Ferfi",">=3",4,4,10,4,5,4,4,4,536.42,493.265,547.461
"HUN      ","Szakkozep","Ferfi","1",5,4,8,2,9,0,0,0,518.979,488.896,503.819
"HUN      ","Szakkozep","Ferfi","1",4,4,4,4,4,1,1,1,417.965,418.199,383.592
"HUN      ","Szakkozep","No","2",4,5,NA,2,NA,20,NA,NA,447.898,543.039,488.418
"HUN      ","Szakkozep","No",">=3",4,5,NA,NA,NA,NA,NA,NA,381.356,433.802,456.854
"HUN      ","Szakkozep","Ferfi","2",4,5,10,8,10,3,3,0,504.402,454.529,480.167
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,6,0,5,0,5,4,710.566,631.861,674.787
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,2,4,2,NA,NA,NA,561.813,551.501,537.202
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,1,NA,1,0,0,0,516.81,477.963,490.985
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,2,NA,1,NA,1,NA,452.825,451.794,420.27
"HUN      ","Gimn4Osztalyos","No","2",3,4,3,2,4,0,0,0,554.616,508.584,538.597
"HUN      ","Gimn4Osztalyos","No","2",2,0,6,0,6,0,0,0,488.397,530.569,477.657
"HUN      ","Gimn4Osztalyos","No","2",3,6,4,2,1,2,3,1,496.731,510.763,524.514
"HUN      ","Gimn4Osztalyos","No","2",2,0,3,0,3,0,0,0,476.356,459.65,451.046
"HUN      ","Gimn4Osztalyos","No","2",3,4,3,4,5,2,3,1,496.864,552.186,474.873
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,2,2,2,NA,NA,NA,452.776,501.182,466.009
"HUN      ","Gimn4Osztalyos","No","1",3,4,2,0,1,1,0,0,545.422,566.577,528.023
"HUN      ","Gimn4Osztalyos","No","2",3,4,3,5,4,6,3,5,516.694,501.5,410.75
"HUN      ","Gimn4Osztalyos","No","1",3,4,6,4,5,2,10,2,343.306,385.618,329.127
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,4,NA,4,NA,NA,NA,473.941,450.465,437.309
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,3,NA,3,NA,2,NA,388.918,476.533,454.73
"HUN      ","Gimn4Osztalyos","No","2",3,4,12,10,11,6,7,4,485.596,458.068,447.54
"HUN      ","Gimn4Osztalyos","No","2",4,4,5,7,2,7,4,2,541.943,577.784,545.05
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,3,NA,2,NA,NA,NA,505.121,548.316,500.961
"HUN      ","Gimn4Osztalyos","No","2",3,4,2,2,1,0,1,0,477.473,500.316,494.565
"HUN      ","Gimn4Osztalyos","No","2",3,4,4,4,4,0,2,0,562.341,497.468,526.998
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,3,6,4,NA,1,NA,471.89,543.373,493.484
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,3,4,4,0,2,0,401.471,403.956,397.62
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,3,1,1,0,0,0,681.935,578.53,648.543
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,4,0,0,0,0,0,0,451.37,516.847,499.816
"HUN      ","Gimn4Osztalyos","Ferfi","1",2,0,3,NA,4,NA,3,6,506.956,523.781,488.199
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,2,1,1,0,2,0,605.999,650.673,660.015
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,3,6,5,2,3,1,609.443,553.611,583.833
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,3,1,0,1,3,2,459.856,382.143,502.913
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,4,2,1,0,NA,NA,NA,520.238,485.051,498.077
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,3,13,12,NA,NA,NA,536.129,503.761,486.84
"HUN      ","Gimn4Osztalyos","No","2",3,6,5,7,7,0,1,0,591.304,596.98,576.465
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,8,2,5,1,0,0,0,570.018,574.208,567.649
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,8,3,7,2,7,4,2,474.695,437.926,417.183
"HUN      ","Szakkozep","No","1",3,5,1,2,4,0,0,0,510.013,566.126,534.367
"HUN      ","Szakkozep","No","1",3,5,4,1,6,2,1,2,381.885,402.037,352.988
"HUN      ","Szakkozep","No","2",3,5,1,3,3,0,0,0,511.51,505.522,445.712
"HUN      ","Szakkozep","No","1",3,5,NA,1,3,NA,NA,NA,520.586,499.349,537.962
"HUN      ","Szakkozep","No","2",4,5,8,4,6,0,0,0,514.378,544.296,517
"HUN      ","Szakkozep","No",">=3",3,5,4,3,5,0,2,1,402.023,402.313,368.532
"HUN      ","Szakkozep","No","2",4,5,1,1,2,0,0,0,444.231,518.584,498.512
"HUN      ","Szakkozep","No","1",4,5,1,1,1,0,0,0,419.932,385.465,412.489
"HUN      ","Szakkozep","No","2",3,5,2,2,8,0,1,0,541.293,590.152,605.945
"HUN      ","Szakkozep","No","1",3,5,4,3,10,NA,3,NA,393.3,423.456,426.313
"HUN      ","Szakkozep","Ferfi",">=3",4,5,2,1,5,1,2,3,492.178,502.627,487.532
"HUN      ","Szakkozep","Ferfi",">=3",3,5,3,3,3,0,3,NA,365.406,423.102,433.99
"HUN      ","Szakkozep","Ferfi","1",4,6,0,2,3,NA,NA,NA,426.272,459.82,429.072
"HUN      ","Szakkozep","No","1",3,5,1,1,3,NA,NA,NA,450.741,436.658,418.784
"HUN      ","Szakkozep","No","1",3,5,7,2,17,0,0,0,454.761,472.361,471.966
"HUN      ","AltIskola","No","0",5,6,NA,NA,NA,7,NA,6,233.617,246.52,323.776
"HUN      ","AltIskola","No","1",4,9,8,8,8,4,9,10,212.654,266.19,265.244
"HUN      ","AltIskola","No","1",4,6,4,2,4,2,4,4,298.849,332.495,346.888
"HUN      ","AltIskola","No","1",4,4,3,9,4,2,3,5,386.053,389.573,402.96
"HUN      ","AltIskola","Ferfi",NA,3,4,NA,NA,NA,11,NA,NA,227.29,231.645,239.804
"HUN      ","AltIskola","Ferfi","1",3,6,3,3,3,0,3,3,474.611,383.764,388.906
"HUN      ","AltIskola","Ferfi","1",4,6,4,6,4,8,11,5,315.154,347.191,379.455
"HUN      ","AltIskola","Ferfi","2",4,5,4,1,3,NA,NA,NA,300.676,300.931,360.86
"HUN      ","Szakkozep","No",">=3",3,4,5,4,6,0,0,0,407.243,428.92,440.78
"HUN      ","Szakkozep","No",">=3",3,4,1,5,6,0,0,0,543.163,532.999,568.298
"HUN      ","Szakkozep","No","2",3,4,8,4,7,NA,1,1,488.592,552.731,535.587
"HUN      ","Szakkozep","No",">=3",4,4,4,4,4,NA,NA,NA,485.373,467.007,517.195
"HUN      ","Szakkozep","No","1",3,4,0,2,1,0,0,0,542.716,476.801,533.697
"HUN      ","Szakkozep","No","1",4,4,15,NA,8,2,1,0,432.175,360.046,405.608
"HUN      ","Szakkozep","No","1",3,4,0,0,0,0,0,0,519.484,556.293,507.712
"HUN      ","Szakkozep","Ferfi","1",3,4,3,2,2,NA,3,2,376.957,277.902,400.57
"HUN      ","Szakkozep","Ferfi","2",3,4,0,0,0,3,3,3,457.108,446.915,491.146
"HUN      ","Szakkozep","Ferfi",">=3",3,8,NA,NA,NA,NA,1,NA,458.08,444.334,507.03
"HUN      ","Szakkozep","Ferfi","1",3,4,2,0,1,NA,2,NA,474.061,495.747,498.939
"HUN      ","Szakkozep","Ferfi",">=3",3,4,6,4,2,NA,NA,NA,417.418,389.832,479.825
"HUN      ","Szakkozep","Ferfi","2",3,4,NA,NA,NA,0,1,0,366.144,338.502,425.557
"HUN      ","Szakkozep","Ferfi","1",4,4,2,2,2,2,2,2,426.449,477.813,445.262
"HUN      ","Szakkozep","Ferfi",">=3",4,4,2,2,7,3,4,7,529.111,511.28,562.303
"HUN      ","Szakkozep","Ferfi","2",3,4,30,30,30,20,20,20,365.076,321.671,325.779
"HUN      ","Szakkozep","Ferfi","0",3,4,5,2,2,2,4,2,513.149,473.836,560.33
"HUN      ","Szakkozep","Ferfi",">=3",4,4,6,4,5,0,1,2,508.433,430.431,558.423
"HUN      ","Szakkozep","Ferfi",">=3",3,2,1,1,1,1,1,1,472.987,394.983,481.16
"HUN      ","Szakkozep","No","2",3,5,4,3,2,0,2,0,590.748,596.258,628.589
"HUN      ","Szakkozep","Ferfi","2",10,5,30,3,1,8,8,7,359.337,369.511,381.744
"HUN      ","AltIskola","No","2",3,6,1,1,2,3,1,2,355.257,429.658,327.853
"HUN      ","AltIskola","Ferfi","1",4,10,NA,NA,NA,NA,2,5,373.643,363.289,375.811
"HUN      ","AltIskola","Ferfi","2",3,7,NA,NA,2,NA,NA,4,437.276,451.781,430.684
"HUN      ","AltIskola","No","0",3,6,1,0,0,0,0,0,371.08,396.61,416.692
"HUN      ","AltIskola","Ferfi","1",4,6,2,4,1,2,4,4,377.307,383.646,368.783
"HUN      ","AltIskola","Ferfi","1",NA,NA,NA,NA,NA,10,1,1,392.269,423.319,473.481
"HUN      ","AltIskola","Ferfi","2",4,8,4,10,NA,1,9,2,360.197,330.407,302.664
"HUN      ","Szakmunkaskepzo","No","2",3,3,0,1,3,0,0,0,336.509,327.358,356.693
"HUN      ","Szakmunkaskepzo","No",">=3",3,NA,NA,NA,NA,NA,NA,NA,349.515,345.36,395.713
"HUN      ","Szakmunkaskepzo","No","1",4,3,7,1,2,0,0,0,475.045,384.472,474.545
"HUN      ","Szakmunkaskepzo","No","0",3,0,3,NA,4,NA,NA,NA,329.792,328.375,344.678
"HUN      ","Szakmunkaskepzo","No","0",3,0,14,12,15,NA,NA,NA,290.743,370.995,323.968
"HUN      ","Szakmunkaskepzo","No","1",3,3,12,6,18,NA,NA,NA,368.576,429.437,406.315
"HUN      ","Szakmunkaskepzo","No","2",2,0,4,4,4,NA,2,2,355.313,395.693,385.164
"HUN      ","Szakmunkaskepzo","No","1",4,0,3,0,0,0,3,0,324.78,371.97,369.369
"HUN      ","Szakmunkaskepzo","No","2",3,0,4,4,3,4,5,5,441.27,392.75,406.041
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,0,3,NA,2,NA,NA,NA,408.445,409.729,423.477
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,0,NA,NA,NA,NA,NA,NA,454.122,357.484,420.013
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,0,2,1,3,1,1,1,365.701,377.706,415.083
"HUN      ","Szakmunkaskepzo","Ferfi","2",5,0,5,3,2,3,8,7,313.033,285.816,321.736
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,0,NA,NA,NA,NA,NA,NA,426.061,310.043,421.738
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,5,2,2,1,7,5,1,284.21,256.489,333.662
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,2,1,1,1,NA,NA,NA,376.858,323.03,386.334
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",3,0,6,9,4,NA,NA,NA,313.797,437.442,372.648
