Cocktail Name,Bartender,Company,Location,Ingredients,Garnish,Glassware,OfficialRating,AgeOfBartender
Smoke On The Dock,Francesco Lafranconi,,,".75 oz Luxardo Fernet, .34 oz Mezcal, 1.5 oz Fresh lime sweet n' sour mix, 2 oz Pomegranate juice","Fresh English Mint, Pomegranate seeds",Collins,4,34
Abano Sour,Francesco Lafranconi,,,"1.5 oz Luxardo Amaro Abano, 1 oz Fresh Lemon Juice, .25 oz Agave Nectar, 1 dash Grapefruit Bitters, .5 oz Egg White",Cardamom Sugar,N/A,10,25
Singapore Sling (1915 Recipe),,,,"1.5 oz No.3 London Dry Gin, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .25 oz Luxardo Triplum (Triple Sec), .25 oz Luxardo Fernet, 3 oz Pineapple Juice, .5 oz Fresh Lime Juice, 2 dash Bitters",Fresh Pineapple Wedge,Collins,4,24
Windtalker,,,,"1.5 oz Hirsch Small Batch Reserve Bourbon, .75 oz Luxardo Amaretto di Saschira, .5 oz King's Ginger Liqueur, .75 oz Fresh Lemon Juice, .5 oz Egg White","Orange Peel, Luxardo Cherries",Rocks Glass,4,21
Stinger,,,,"1 part Tempus Fugit Creme de Menthe Glaciale, 3 part H by HINE",,N/A,4,37
Tropical Bronzer,Francesco Lafranconi,,,"1.5 oz Aged Rum, 1 oz Luxardo Amaretto di Saschira, 1 oz Passion fruit puree, 2 oz Fresh lime sweet n' sour, 2 dash Bitters, 1 float Coconut foam",Coconut flakes,N/A,4,26
Padova Collins,Francesco Lafranconi,,,"1.5 oz Pear flavored Vodka, .75 oz Luxardo Limoncello, .25 oz Luxardo Sambuca dei Cesari, 1.5 oz Fresh sweet n' sour mix, 2 oz Lemon lime soda",Fresh pear,N/A,9,24
Black Jam,Francesco Lafranconi,,,"1.5 oz Luxardo Fernet, .75 oz Honey syrup, .75 oz Fresh lemon juice, 4 oz Tonic water",Lemon verbena sprig,N/A,4,26
Americana Fizz (Layered Cocktail),Lynnette Marrero,,,"1.5 oz Junipero Gin, .75 oz Fresh Lemon Juice, .25 oz Simple Syrup, .75 oz The Genuine Curacao Liqueur Blue, .5 oz Luxardo Aperitivo,  splash Perrier Grapefruit","Luxardo Cherries, Blueberries",Highball Glass,4,36
Dutch Stories,Francesco Lafranconi,,,"1.5 oz Genevieve Gin, .75 oz Luxardo Apricot Liqueur, .25 oz Luxardo Maraschino Liqueur, .5 oz Fresh lemon juice, 1 Tbsp Gooseberry Jam",Physalis(aka goose berry),N/A,6,38
Luxardo Sling,,,,".25 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz No.3 London Dry Gin, .25 oz Grapefruit Juice, 1 fill Soda water",,,5,35
White Lady,,,,"2 oz Junipero Gin, .5 oz Luxardo Triplum (Triple Sec), .5 oz Lemon Juice, 1  Egg White",,Coupe,6,27
Blue 88,,,,"1.5 oz No.3 London Dry Gin, .25 oz Lemon Juice, .25 oz Pages Elderflower Syrup, .25 oz Tempus Fugit Liqueur de Violettes, .25 oz Luxardo Maraschino Liqueur",Luxardo Cherry,Cocktail Glass,6,37
Cherries St. James,,,,"1.5 oz No.3 London Dry Gin, .25 oz Lemon Juice, .25 oz Pages Elderflower Syrup, .25 oz Luxardo Sangue Morlacco Cherry Liqueur, .25 oz Luxardo Maraschino Liqueur",Luxardo Cherry,Cocktail Glass,4,36
The Pink Pussycat,,,Boston,"1.5 oz Pink Pigeon Rum, .5 oz FAIR Goji Berry Liqueur, .5 oz Noyeau de Poissy  B, .5 oz Cream, 5 dash Chocolate bitters",Toasted Marshmallow,Coupe,4,26
Yawkey Way ,Morgan Schick,,San Francisco,"1.5 oz No.3 London Dry Gin, .5 oz Smith & Cross, .5 oz Strawberry juice, .5 oz Black tea syrup, .5 oz Lemon juice, 2 dashes Orange bitters",,N/A,7,35
Hemingway Daiquiri,,,,"1.5 oz Pink Pigeon Rum, .75 oz Fresh Lime Juice, .5 oz Fresh Grapefruit Juice, .5 oz Luxardo Maraschino Liqueur",Grapefruit Twist,Coupe,6,39
Amaretto Sour (Modern),Francesco Lafranconi,,,"2 oz Luxardo Amaretto di Saschira, 1 oz Fresh Squeezed Lemon Juice, .5 oz Pasteurized Egg White, 1, small scoop Lemon Sorbet","Luxardo Cherries, Fresh Lemon Zest",Old Fashioned Glass,10,36
Amaretto Sour,,,,"2 oz Luxardo Amaretto di Saschira, 1 oz Fresh Lemon Juice, .75 oz Simple Syrup, .5 oz Egg White","Luxardo Cherries, Fresh Lemon Zest",Old Fashioned Glass,10,28
Red Letters,Jason Westplate,,,".75 oz Bols Genever, .75 oz Luxardo Maraschino Liqueur, .75 oz Absinthe, .75 oz Lime Juice",,Martini,7,27
Almond Brother,Jason Littrell,,,"2 oz Reposado Tequila, .25 oz Luxardo Amaretto di Saschira, 1 tsp Luxardo Apricot Liqueur, .75 oz Lime Juice, .25 oz Luxardo Orgeat Syrup, .25 oz Maple Syrup",,Coupe,7,26
French 33,,,,"1.5 oz No.3 London Dry Gin, .75 oz Simple syrup, .75 oz Lime juice",Grapefruit twist,Champagne Flute,6,22
20th Century,,,,"1.5 oz No.3 London Dry Gin, .75 oz Tempus Fugit Kina L'Aero d'Or, .75 oz Tempus Fugit Creme de Cacao, .75 oz Fresh Lemon Juice",,N/A,7,-1
Vesper,,,,"2.25 oz No.3 London Dry Gin, .75 oz Hophead Vodka, .5 oz Tempus Fugit Kina L'Aero d'Or",Lemon peel,Martini,6,27
The Seniorita,,,,"1.5 oz The Genuine Curacao Liqueur Orange, .5 oz Lime Juice, 1.5 oz Thai Coconut Milk, 2 dash Angostura Bitters, 1 float Gosslings 151 Rum","Luxardo Cherries, Mint Sprig",Rocks Glass,9,35
Flip the Bird,Kate Grutman,,Los Angeles,"1.5 oz Pink Pigeon Rum, .75 oz Simple syrup, .75 oz Cream, .5 oz Punt e Mes, 1  Egg yolk",Cinnamon,,6,26
Mauritius Sour,,,,".75 oz Pink Pigeon Rum, .75 oz Hirsch Small Batch Reserve Bourbon, .5 oz Angostura Bitters, .75 oz Lemon Juice, .75 oz Simple Syrup",Luxardo Cherry,Coupe,6,23
Cupid's Carrier Pigeon,,,,"1 oz No.3 London Dry Gin, 1 oz Velvet Falernum, .75 oz Pink Pigeon Rum, 1 oz Unfiltered Apple Juice, 1 oz Lime juice, 3 dash Angostura bitters",Mint Sprig,,6,25
Drink Lab #16,Zachary Pearson,,,"2 oz Brandy, .75 oz Orgeat, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Lemon Juice, 10 drops Bittermens Burlesque Bitters",Lemon Twist,N/A,7,35
Grey Anchor,Jason Westplate,,,"2 oz Hophead Vodka, .75 oz Lime Juice, .5 oz St. Germaine Elderflower Liqueur, .25 oz Luxardo Maraschino Liqueur, 5 drops Bittercube Door County Hop Bitters",Lime Peel Twist,N/A,6,27
The Red Anchor,,,,"1.75 oz Junipero Gin, .75 oz Lemon Juice, .5 oz Grapefruit Juice, .5 oz Tempus Fugit Kina L'Aero d'Or, .25 oz Ginger Syrup, .25 oz Simple Syrup (1.5 : 1)",Grapefruit Slice,Rocks Glass,4,25
Spiced Marmalade,Kevin Diedrich,,,"2 oz Junipero Gin, 1 bsp Orange marmalade, .5 oz Lemon juice, 1 oz Orange juice, .25 oz Simple syrup, 2 dash Orange bitters, 4  Cloves torched & muddled",Lemon twist,Coupe,6,26
Mezcal Witch,Kevin Diedrich,,,"2 oz Mezcal, .75 oz Lime, .75 oz Strega, .75 oz Simple Syrup, 3-4  Cucumbers muddled, 3-4  Mint leaves, 1 pinch Salt",Cucumber slice,Coupe,6,24
Donaji,Julian Cox,,,"2 oz Mezcal, .5 oz Fresh Lemon Juice, .5 oz Fresh Lime Juice, .75 oz Agave Nectar","Chapuline, Salt & Chile Pepper Rim*",Rocks Glass,8,28
Monkey Gland,,,,"2 oz No.3 London Dry Gin, 1 oz Orange juice, .25 oz Grenadine, 1 dash Duplais Swiss Absinthe Blanche",Orange peel,N/A,8,34
Carrier Pigeon (an Airmail with Pink Pigeon),Kate Grutman,,Los Angeles,"1 oz Pink Pigeon Rum, .5 oz Lime juice, .5 oz Honey",,Champagne Flute,6,36
The King's Mulled Wine,,,,"1 bottle Red Wine, .3 bottle King's Ginger Liqueur, 3 Tbsp Caster Sugar, 2  Lemons, zested (plus flesh of one lemon), 1  Orange, zested, 1 stick Cinnamon, 1 dash Nutmeg, 1  Star Anise",,N/A,6,26
Huntsman,Kate Grutman,,,"2 oz Pink Pigeon Rum, 1 cube Brown Sugar","Orange Peel, Luxardo Cherry",Rocks Glass,5,35
The Callas Cocktail,Josh Bearden,,Houston,"1 oz Luxardo Bitter Bianco, .75 oz No.3 London Dry Gin, 1 bsp Pomegranate Cordial*, 1.25 oz Brachetto, 1  Sugar Cube, 8 dash Tempus Fugit Abbott's Bitters",Small Rose,Champagne Flute,7,39
Mauritian Buck,,,,"40 ml Pink Pigeon Rum, 40 ml Pressed apple juice,   Ginger ale,   Absinthe,   Lemon zest",Lemon wheel,Rocks Glass,5,36
Land of Valencia,Chase Ware,,Houston,".75 oz Luxardo Bitter Bianco, 1.5 oz Bols Genever, .5 oz Clarified Coconut Sugar Blood Orange Cordial*, 1 dash Copper & Kings Absinthe","Blood Orange Skin, Mint Sprigs",Old Fashioned Glass,10,28
Smashing Great Pumpkins,William Golde,,,"1.5 oz Pumpkin vodka, .75 oz New York Apple Whisky, .75 oz King's Ginger Liqueur, .5 oz Hot water",,,6,27
Green and Gold,,,San Francisco,"750 ml bottle Karlsson's Gold Vodka, 5 sprigs Dill, 2 cloves Crushed Garlic, 1  Lemon Peel (white pith removed and julienned), 1 Tbsp Whole Peppercorns",,Martini,9,26
Deviled Negroni ,,,,"1 oz No.3 London Dry Gin, 1 oz Maurin Quina, 1 oz Luxardo Bitter",Lemon Peel,Rocks Glass,9,22
Clear Intentions,Elaine Collum,,Houston,"1.5 oz Luxardo Bitter Bianco, .5 oz Krogstad Aquavit, 1 bsp Luxardo Apricot Liqueur, 1 dash Orange Cream Citrate, 1.25 oz Almond Cream Soda",Infused Olive & Cherry,Collins,7,-1
The Queen Mother,Alex Smith,,,"1.75 oz Bombay Dry Gin, .75 oz Dubonnet Rouge, .5 oz King's Ginger Liqueur, 3 dash Lemon-Celery Bitters*",Lemon Peel,,8,27
Kanazawa,,,,"2 oz Nikka Coffey Grain Whisky, .75 oz Dry Vermouth, .25 oz Luxardo Amaro Abano, 1 bsp Luxardo Maraschino Liqueur, 1 dash Angostura Bitters",Orange Peel,Cocktail Glass,7,35
Frisco San,,,,"1.5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .75 oz BarSol Perfecto Amor (Aperitif Wine), .25 oz Benedictine, 1 dash Angostura Bitters",Lemon peel,Martini,6,26
Improved Whisky Cocktail,,,,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, 1 dash Luxardo Maraschino Liqueur, 1 dash Pontarlier Anis",,Coupe,6,23
Manhattan,,,,"2 oz Rye or Bourbon Whiskey, 1 oz Tempus Fugit Spirits Alessio Vermouth di Torino, 2 dash Tempus Fugit Abbott's Bitters",Luxardo Cherry,Old Fashioned Glass,10,25
50/50 Split,,,San Francisco,"1.5 oz Junipero Gin, .75 oz Dry Vermouth, .75 oz Tempus Fugit Alessio Vermouth Bianco, 1 dash The Bitter Truth Orange Bitters",Lemon Twist,Coupe,6,35
Alaska Cocktail,,,,"2.25 oz No.3 London Dry Gin, .75 oz Green Chartreuse, 3 dash Orange bitters",,Coupe,5,25
Bushido Cocktail,,,,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Pedro Ximenez Sherry, 2 dash Angostura Bitters",Luxardo Cherry,Cocktail Glass,4,24
Abrazo Latino,Francesco Lafranconi,,,"1.5 oz Chinaco Reposado Tequila, .75 oz Luxardo Amaro Abano, .75 oz Luxardo Triplum (Triple Sec)",Torched rosemary sprig,Coupe,6,21
Peruvian Wish (Adapted),Francesco Lafranconi,,,"1.5 oz BarSol Pisco, .75 oz Luxardo Amaro Abano, .75 oz Luxardo Maraschino Liqueur",Grapefruit peel,N/A,9,37
The Awen,Francesco Lafranconi,,,"1.5 oz Pot still-style Irish Whiskey, .5 oz Luxardo Maraschino Liqueur, 1 oz Cocchi Americano, 1 dash Orange Bitters","Star Anise, Sliced Fig",Rocks Glass,7,26
Nikka's Golden Cherry,Torrence Swain,,Washington DC,"2 oz Nikka Coffey Grain Whisky, .5 oz Luxardo Maraschino Liqueur, .75 oz Dry Vermouth Infusion*, 2 dash Bittermens Burlesque Bitters,  top Lemon Foam**",,Cocktail Glass,5,24
Bird on a Wire,Kate Grutman,,,"1.5 oz Pink Pigeon Rum, .5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Peychaud's Bitters, .5 oz Luxardo Maraschino Liqueur",Lemon peel,N/A,6,25
Playa Matalan (Mezcal Negroni),Dave Guest,,san francisco,"2 oz Mezcal, .75 oz Tempus Fugit Alessio Vermouth Chinato, .75 oz Tempus Fugit Gran Classico Bitter, 2 dash Tempus Fugit Abbott's Bitters",Orange Peel Zest,N/A,6,42
Party in the Agave Fields,Dave Guest,,san francisco,"2 oz Mezcal, .75 oz Luxardo Triplum (Triple Sec), .75 oz Luxardo Amaro Abano, 3 dash Tempus Fugit Abbott's Bitters",Orange Peel Zest,N/A,6,352
The Pink Aperitivo,Ryan Chetiyawardana,,United Kingdom,"30 ml Pink Pigeon Rum, 15 ml Luxardo Aperitivo, 15 ml Red Vermouth, 2 dash Peychaud's Bitters",Black olive,Martini,9,36
Nikka Earl Grey,,,Washington DC,"2.5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Honey, .5 oz Earl Grey Syrup,   Smoked Malt",,Rocks Glass,9,35
Astoria,,,,"2 oz Junipero Gin, 1 oz Dry Vermouth, 1-2 dash Orange Bitters",Lemon Twist,Cocktail Glass,4,32
El Cortez,Francesco Lafranconi,,,"1 oz Luxardo Apricot Liqueur, 1.5 oz Chinaco Reposado Tequila, 2 oz Dry Riesling",Grapfruit peel,N/A,9,43
The Lady Whisper,Francesco Lafranconi,,,"1 oz Aged Rum, 1 oz Old Potrero Straight Rye Whiskey, .5 oz Luxardo Apricot Liqueur, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, 2 dash Bitters",Lemon peel,N/A,7,27
Angel Face (Classic),,,,"1 oz Luxardo Apricot Liqueur, 1 oz C. Drouin Calvados Selection, 1 oz No.3 London Dry Gin",Lemon Peel Oils,N/A,7,25
The Fritz,Ryan Lotz,,,".75 oz Junipero Gin, .75 oz Luxardo Maraschino Liqueur, .75 oz Peychaud's Bitters, .75 oz Punt e Mes",Orange Twist,Rocks Glass,9,38
Mezcal Coffee Old Fashioned,Caitlin Laman,,,"2 oz Mezcal, .5 oz Rich coffee syrup*, .5 oz Amargo Vallet",Orange twist,N/A,8,26
Doctor's Orders,,,,"1.75 oz Junipero Gin, .75 oz Dry Vermouth, .25 oz Curacao, 1 dash Tempus Fugit Abbott's Bitters",Lemon Twist,Cocktail Glass,6,24
Pink Mojito,Kate Grutman,,,"2 oz Pink Pigeon Rum, .25 oz Simple syrup, 2 oz Cranberry juice, 1 fill Club soda,   Mint leaves, 1 whole Lime, juiced",Mint sprig,N/A,8,34
Karlsson's Winter Punch,Sean McClure,,,"750 ml bottle Karlsson's Gold Vodka, 5 oz Pomegranate Juice, 9 oz Cranberry Juice, 9 oz Aperol, 4 oz Simple Syrup (equal parts sugar and water), 3  Star Anise, 5  Cloves, 4  Allspice Berries, 3  Cinnamon Sticks, 2 oz Orange Peel",Fresh Orange Wheels,N/A,6,26
Soleo,Francesco Lafranconi,,,"1 oz Luxardo Limoncello, 1 oz Herbal Liqueur",Fresh lemon verbena sprig,N/A,7,21
Vieja Moda,,,,"2 oz Chinaco Anejo Tequila, 1 tsp Cinnamon-Clove Syrup*, 4 drops Bittermens Hellfire Habanero Shrub Bitters, 1 peel Grapefruit",Grapefruit Peel,Old Fashioned Glass,10,22
Flambeed Brandy Alexander,,,,"2 oz H by HINE, 1 oz Tempus Fugit Creme de Cacao, 1 oz Cream (steamed as for a cappuccino)",Nutmeg,,6,25
PB&K Old Fashioned,Sean McClure,,,"1 oz Karlsson's Gold Vodka, 1 oz Cognac, .5 oz Benedictine, 1 tincture Angostura Bitters, 1 tincture Peychaud's Bitters, 1 pc Lemon Twist, 1 pc Orange Twist,   Peanut Butter Powder",,Rocks Glass,5,35
Local Edition Punch,Adam Delaney,,San Francisco,"12 bottles H by HINE, 4 bottles Luxardo Apricot Liqueur, 1 bottle King's Ginger Liqueur, 1 bottle Luxardo Aperitivo, 4 bottles Lemon juice",Lemon wheels(floating garnish),N/A,9,22
Bloody Swede,Sean McClure,,,"2 oz Karlsson's Gold Vodka, 2 oz Bloody mix*, 1  Caper berry, 1  Celery stalk, 1  Cherry tomato, 1  Pepperoncini, 1  Pickled okra, 1  Cocktail onion, 1  Pipparas Pepper, 1  Lemon slice, 1  Jalapeno stuffed olive",,N/A,7,25
Ju-Ju Hurricane,Kate Grutman,,Los Angeles,"1 oz Luxardo Amaretto di Saschira, .25 oz Briottet Creme de Cassis, 2 oz Pink Pigeon Rum, 1 oz No.3 London Dry Gin, 1 oz Gossling's 151 Rum, 2 oz Grapefruit Juice, 2 oz Pineapple Juice","Fresh Pineapple Chunks, Luxardo Cherries, Grapefruit Slice",N/A,6,24
Bay Shandy,Kate Grutman,,Los Angeles,"2 oz Pink Pigeon Rum, 1.5 oz Blood Orange Juice,  float Ale",Brown sugar rim,Collins,9,57
II Piacere,Ann Maynard,,Austin,"1.5 oz English Harbour Rum, .5 oz Luxardo Angioletto (Hazelnut Liqueur), .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Fresh lemon juice, .25 oz Luxardo Maraschino Cherry/Cherries, 1  Egg white, 4 dash Bittermens Boston Bittahs",,N/A,7,67
True Dish,Naomi Levy,,Boston,"1 oz No.3 London Dry Gin, .5 oz Luxardo Angioletto (Hazelnut Liqueur), .5 oz Luxardo Amaretto di Saschira, .5 oz Cinnamon honey syrup, .25 oz Luxardo Limoncello, 1 dash Orange blossom water, 1 whole Egg",,N/A,6,25
The Fifth Star,Liz Pearce,,Chicago,"1.5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Luxardo Amaretto di Saschira, .5 oz Luxardo Bitter, .5 oz Luxardo Fernet, .25 oz Lustau Dry Olorosso Sherry,  oz La Colombe Cold Draft Coffee",,N/A,9,36
California Aurora,Brittini Rae,,Los Angeles,"1.5 oz Luxardo Aperitivo, .5 oz Luxardo Apricot Liqueur, .5 oz Honey syrup, .75 oz Fresh lemon juice, 4 dash California Poppy Oil, 1 float Anchor California Lager, 6  Fresh Sage leaves",,N/A,5,34
Plum Loco,KJ Williams,,new york,"1.5 oz Luxardo Slivovitz, .5 oz Junipero Gin, .75 oz Grapefruit Juice, .5 oz Coco KJ (House-made Coco Lopez), .25 oz Luxardo Limoncello, 1 dash Angostura Bitters",,N/A,6,35
Port's North Fogcutter Cup,Michael Jack Pazdon,,San Francisco,"1 oz Luxardo Aperitivo, .5 oz Luxardo Apricot Liqueur, 1 oz Napa Valley Moscato Late Harvest (Mondavi Moscato d'Oro), 1 oz Dry Amontillado Sherry, .75 oz Lemon Juice, .5 oz Junipero Gin, .5 oz House-made Orgeat, 15 microdrops Cinnamon Tincture",,N/A,6,29
Mayan Sacrifice,,,,"1.5 oz Chinaco Blanco Tequila, .5 oz D'Arisit Xtabentun Honey Liqueur",Luxardo Cherry,,9,36
Speyside Highball,,,,"1.5 oz Glenrothes Vintage Reserve, 1 oz Tuaca, .75 oz Lemon Juice, .75 oz Lemon Verbana Simple,  top Soda",Cucumber,Highball Glass,8,34
The Shah's Shandy,Reza Esmaili,,San Francisco,"1 oz King's Ginger Liqueur, .5 oz No.3 London Dry Gin, .75 oz Meyer lemon juice, .25 oz Rich simple syrup (2:1 sugar to water), 3 oz Anchor Liberty Ale",Meyer lemon zest/twist,Collins,5,26
Elderfashion,,,,"2 oz Hirsch Small Batch Reserve Bourbon, 1 oz Pages Elderflower Syrup, 1 dash Angostura bitters",Orange peel,N/A,7,38
Lychee & 3,Michael Parish,,Miami,"1.5 oz No.3 London Dry Gin, .5 oz Dry Vermouth, .5 oz King's Ginger Liqueur, .75 oz Yuzu, .75 oz Lychee Puree, .5 oz Simple Syrup,   Basil Leaves",,N/A,7,26
Mauritian Sunrise,,,San Francisco,"1.5 oz Pink Pigeon Rum, 2 oz Orange Juice, 1 float Luxardo Aperitivo",,Rocks Glass,5,23
My Spicy Valentine,,,,"1.5 oz Karlsson's Gold Vodka, 1 oz Creme de Cacao, .5 oz Orange liqueur, 2 oz Milk, 3 dash Chocolate bitters",,,7,21
Southside Fizz,Kevin Diedrich,,San Francisco,"2 oz No.3 London Dry Gin, 1 oz Simple syrup, .75 oz Lime juice, 4 leaves Mint leaves,  oz Fever Tree Club Soda",,N/A,8,52
Champagne Sidecar,Kevin Diedrich,,San Francisco,".75 oz H by HINE, .75 oz Luxardo Triplum (Triple Sec), .5 oz Lemon juice, .25 oz Simple syrup, 1 oz Champagne",,N/A,5,33
Pisco Sling,Kevin Diedrich,,San Francisco,"1.5 oz BarSol Primero Quebranta Pisco, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .25 oz Luxardo Triplum (Triple Sec), .25 oz Benedictine, 2 oz Pineapple juice, .5 oz Lime juice, .25 oz Grenadine",,N/A,8,23
T&T,Kevin Diedrich,,San Francisco,"1.5 oz Chinaco Reposado Tequila, .5 oz Luxardo Aperitivo, 3 oz Fever-Tree Tonic Water",,N/A,5,32
Scottish Fruit Tart,,,,".75 oz Glenrothes Vintage Reserve, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, .75 oz Sweet Vermouth, .75 oz Fresh Orange Juice",Fresh Peach Slice,N/A,7,72
The King's Ginger Truffles ,,,,"1 1/2 cups Good quality dark chocolate, 1 cup Double cream, 5 Tbsp The King's Ginger, 1 tsp Finely chopped drained stem ginger in syrup",,N/A,5,27
Kerouac,Kevin Diedrich,,,"1.5 oz Chinaco Reposado Tequila, .5 oz Gran Classico, .5 oz Luxardo Triplum (Triple Sec), .5 oz Lime, .5 oz Grapefruit,  top Soda",Grapefruit Twist,Collins,5,18
Margarita,,,,"2 oz Mezcal, 1 oz Luxardo Triplum (Triple Sec), 1 oz Lime juice (freshly squeezed)","Salt, Lime",Old Fashioned Glass,10,29
Margarita,,,,"2 oz Mezcal, 1 oz Luxardo Triplum (Triple Sec), 1 oz Lime juice (freshly squeezed)","Salt, Lime",Old Fashioned Glass,10,29
margarita,,,,"2 oz Mezcal, 1 oz Luxardo Triplum (Triple Sec), 1 oz Lime juice (freshly squeezed)","Salt, Lime",Old Fashioned Glass,10,29
